Marca temporal;Institución;Unidad;Nombre Instrumento (Ej: Innovación Nacional);Nombre convocatoria (Ej: Innovación Nacional Region Metropolitana);URL;Descripción corta (Máximo 180 caracteres);Descripción larga ;Apoyo;Público;Requisitos;Permanente;Fecha Apertura (Sólo si no es permanente);Fecha Cierre (Sólo si no es permanente);Emergencias (¿La convocatoria nace de una catástrofe?);Región;Temática;Tributación;Etapa;Beneficio;Sexo registral;Tipo persona;Tamaño ventas;Rubro
7-31-2025 1:23:51;Corfo;Inversión y Financiamiento;Fondo Etapas Tempranas Tecnológicas Perfil Administradoras;Fondo Etapas Tempranas Tecnológicas Perfil Administradoras;https://corfo.cl/sites/cpp/convocatoria/fondo_etapas_tempranas_tecnologicas_perfil_administradoras/;Crédito para fondos de inversión tecnología‑temprana;Línea de crédito para fondos de capital de riesgo que invierten en startups tecnológicas en etapa temprana, cubriendo hasta 300% de aportes comprometidos y pagados.;Crédito para fondos de capital de riesgo;Administradoras de fondos con foco en startups tecnológicas tempranas;"Administradora constituida o constituyente
Fondo en operación o en formación
Fondo orientado a empresas tecnológicas en etapas tempranas";Sí;;;No;Nacional;Innovación, Inversión;Primera categoría;Crece;Crédito;Masculino, Femenino;Jurídica;Sin tamaño definido;Actividades financieras y de seguros
7-31-2025 1:30:31;Corfo;Inversión y Financiamiento;Garantía COBEX;Garantía COBEX;https://corfo.cl/sites/cpp/convocatoria/cobex/;Cobertura de garantía para créditos vinculados al comercio exterior.;COBEX otorga garantías a instituciones financieras para respaldar créditos e instrumentos a exportadoras o vinculadas al comercio exterior, facilitando inversión y capital de trabajo en distintas monedas.;Cobertura financiera vía instituciones intermediarias;Empresas (personas naturales o jurídicas) vinculadas al comercio exterior, con ventas hasta UF 100.000 (600.000 si exportan);"Empresa constituida, con giro vigente
Ventas menores a UF 100.000 (600.000 exportadoras)
No tener mora mayor a 60 días o subsidio COBEX en últimos 3 años
Postulación mediante institución financiera participante";Sí;;;No;Nacional;Inversión;Primera categoría;Crece;Garantía;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Todos
7-31-2025 1:39:49;Corfo;Inversión y Financiamiento;Garantía ESCALA PRO-INVERSIÓN;Garantía ESCALA PRO-INVERSIÓN;https://corfo.cl/sites/cpp/convocatoria/escala_pro_inversion/;Garantía estatal para respaldo de financiamiento a startups en escalamiento.;Cobertura de hasta 80% de financiamiento, con tope UF 100.000, para créditos solicitados por emprendimientos apoyados por CORFO y BancoEstado, destinados a crecimiento, capital de trabajo o inversión.;Garantía;Personas jurídicas respaldadas por instrumentos CORFO;"Empresa startup con portafolio CORFO
Ventas netas mayores a 80 M CLP
Evaluación financiera favorable";Sí;;;No;Nacional;Inversión;Primera categoría;Crece;Garantía;Masculino, Femenino;Jurídica;Pequeña, Mediana;Todos
7-31-2025 1:46:38;Corfo;Inversión y Financiamiento;Garantía FOGAIN;Garantía FOGAIN;https://corfo.cl/sites/cpp/convocatoria/fogain/;Garantía crediticia para Mipymes a través de instituciones financieras.;FOGAIN otorga coberturas a bancos y entidades para facilitar acceso a créditos a Mipymes para inversión, capital de trabajo y leasing. Ofrece cobertura de hasta UF 18.000 según plazo y tamaño.;Garantía;Mipymes (personas naturales o jurídicas), productoras de bienes o servicios;"Pyme con ventas hasta UF 100.000/año
Sin mora mayor a 60 días ni garantía Corfo previa en 3 años
Postulación vía institución financiera";Sí;;;No;Nacional;Inversión;Primera categoría;Crece;Garantía;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña, Mediana;Todos
7-31-2025 1:51:58;Corfo;Inversión y Financiamiento;Garantía FOGAIN MUJER;Garantía FOGAIN MUJER;https://corfo.cl/sites/cpp/convocatoria/fogain_mujer/;Garantía del 90 % para créditos de empresas lideradas por mujeres;FOGAIN Mujer ofrece cobertura de hasta 90% sobre créditos, leasing, factoring o refinanciamiento gestionado por entidades financieras a pymes o microempresas con liderazgo femenino (ventas menores o iguales a UF 25.000).;Garantía;Micro y pequeñas empresas lideradas por mujeres;"Ser empresa liderada por mujer
Ventas anuales hasta UF 25.000
Postulación a través de bancos o cooperativas intermediarias";Sí;;;No;Nacional;Inversión;Primera categoría;Crece;Garantía;Femenino;Natural, Jurídica;Pequeña, Mediana;Todos
7-31-2025 2:00:13;Corfo;Inversión y Financiamiento;Garantía PRO-INVERSIÓN;Garantía PRO-INVERSIÓN;https://corfo.cl/sites/cpp/convocatoria/garantia_pro_inversion/;Garantía estatal para financiar inversiones a MIPYMES y grandes empresas.;COBEX facilita garantías para préstamos, leasing o leaseback, permitiendo financiamiento para inversión o adquisición de activos de largo plazo. Cubre hasta el 80 % del crédito y con tope en UF 100.000.;Garantía;Empresas (personas naturales o jurídicas) con ventas anuales hasta UF 600.000;"Tener giro comercial
Ventas menores a UF 600.000
Crédito por más de 36 meses
No poseer mora relevante
Postulación a través de intermediario financiero";Sí;;;No;Nacional;Inversión;Primera categoría;Crece;Garantía;Masculino, Femenino;Natural, Jurídica;Micro, Pequeña, Mediana;Todos
7-31-2025 22:48:05;Corfo;Innovación;Growth & Scale: Financiamiento Mercados Alternativos;Growth & Scale: Financiamiento Mercados Alternativos;https://corfo.cl/sites/cpp/convocatoria/growth_scale_financiamiento_mercados_alternativos/;Cofinancia costos asociados a listado en mercado alternativo ScaleX.;Apoya startups/scaleups tecnológicas con gastos de due diligence, comisiones y derechos de cotización en ScaleX. Cofinancia hasta 50% de los costos con tope de $75 M.;Subsidio + Financiamiento;Startups y scaleups tecnológicas;"Ser startup o scaleup tecnológica
Crecimiento sostenido
Presentar proyecto y presupuesto";Sí;;;No;Nacional;Innovación, Inversión;Primera categoría;Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Todos
7-31-2025 22:51:55;Corfo;Innovación;Innova Alta Tecnología – Eureka;Innova Alta Tecnología – Eureka;https://corfo.cl/sites/cpp/convocatoria/innova_alta_tecnologia_eureka/;Cofinancia I+D colaborativo con empresas de la Red Eureka.;Apoya proyectos colaborativos de innovación intensiva en I+D de alto riesgo tecnológico entre empresas chilenas y de países Eureka, con dos fases de evaluación (internacional y nacional). Financiamiento permanente.;Subsidio;Empresas chilenas constituidas con experiencia en I+D y TRL alto;"Persona jurídica en Chile
Registro de ventas/ingresos recientes
Pertenecer a consorcio con miembros de la Red Eureka";Sí;;;No;Nacional;Innovación, Inversión;Primera categoría;Crece;Subsidio;Masculino, Femenino;Jurídica;Sin tamaño definido;Todos
7-31-2025 22:56:22;Corfo;Innovación;Innova Región – CDPR;Innova Región – CDPR Arica;https://corfo.cl/sites/cpp/convocatoria/innova-region-cdpr-arica-2025/;Cofinancia innovación para pymes y startups regionales en Arica;Apoya el desarrollo de nuevos o mejorados productos o procesos desde prototipo hasta validación técnica y/o comercial en empresas con domicilio en Arica y Parinacota. La cofinanciación es de hasta 60 % para micro/pequeñas empresas y 80 % para mediana/​grandes empresas según ventas, con topes de $60 MM.;Subsidio;Empresas (personas jurídicas o naturales, giro primera categoría), con ventas válidas;"Domicilio en Arica y Parinacota
Giro activo y 18 meses de actividad
TRLsuperior a 3
Registro ante sistema CORFO de innovación";No;30-05-2025;21-07-2025;No;Arica y Parinacota;Nuevos Mercados, Innovación;Primera categoría;Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Pequeña, Mediana;Todos
7-31-2025 23:00:47;Corfo;Innovación;Innova Región – CDPR;Innova Región – CDPR Metropolitano;https://corfo.cl/sites/cpp/convocatoria/innova-region-cdpr-metropolitano-2025/;Cofinancia innovación de pymes/startups en la Región Metropolitana.;Apoya desarrollo de productos, servicios o procesos desde prototipo hasta validación técnica/comercial, fortaleciendo capacidades innovadoras en empresas de la Región Metropolitana.;Subsidio;Personas jurídicas y naturales con giro 1ª cat. y domicilio en RM;"Giro activo de 1ª categoría con más de 18 meses de actividad
Ingresos por ventas recientes
Domicilio SII en RM
TRL superior a 3";No;03-06-2025;22-07-2025;No;Metropolitana;Innovación;Primera categoría;Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Pequeña, Mediana;Todos
7-31-2025 23:04:19;Corfo;Innovación;INNOVA REGIÓN – CDPR;INNOVA REGIÓN – CDPR VALPARAÍSO;https://corfo.cl/sites/cpp/convocatoria/innova-region-cdpr-valparaiso-2025/;Cofinancia innovación de pymes/startups en Valparaíso.;Apoya el desarrollo de productos, servicios o procesos desde prototipo hasta validación técnica o comercial, fortaleciendo capacidades innovadoras en empresas con domicilio en Valparaíso.;Subsidio;Personas naturales o jurídicas con giro primera categoría, domicilio Valparaíso;"Giro vigente en 1ª categoría con más de 18 meses activos
Registra ingresos en últimos 18 meses
Domicilio SII en Valparaíso";No;15-07-2025;14-08-2025;No;Valparaíso;Innovación;Primera categoría;Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Pequeña, Mediana;Todos
7-31-2025 23:08:04;Corfo;Innovación;Innova 2025;Innova Región Atacama 2025;https://corfo.cl/sites/cpp/convocatoria/innova-region-atacama-2025/;Cofinancia innovación de pymes/startups en Atacama;Apoya empresas con domicilio en Atacama para desarrollar nuevos o mejorados productos o procesos desde prototipo hasta validación técnica y comercial;Subsidio;Personas naturales mayores de 18 años o jurídicas con giro 1ª categoría en Atacama;"Giro activo 1ª categoría con más de 18 meses de actividad
Ingresos por ventas en 18 meses previos
Domicilio SII en Atacama";Sí;;;No;Atacama;Innovación;Primera categoría;Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Pequeña, Mediana;Todos
7-31-2025 23:11:29;Corfo;Innovación;Ley de Incentivo Tributario a la I+D;Ley de Incentivo Tributario a la I+D;https://corfo.cl/sites/cpp/incentivo_tributario/;Incentivo tributario a inversión en I+D certificado por CORFO;"Permite a empresas deducir impuestos por inversión en I+D: 35 % crédito contra impuesto Primera categoría, más 65 % como gasto necesario; total hasta 52,55 % del costo, certificado por CORFO";Deducción tributaria;Empresas contribuyentes de Primera categoría (naturales o jurídicas);"Ser contribuyente Primera categoría con contabilidad completa
Contar con proyecto o contrato de I+D certificado por CORFO
Certificación previa a ejecución o intención dentro de 30 días
Tope anual de crédito: 15.000 UTM";Sí;;;No;Nacional;Inversión;Primera categoría;Crece;Crédito;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Todos
7-31-2025 23:16:05;Corfo;Desarrollo Territorial;PAR – GESTIÓN EFICIENTE DE RECURSOS HÍDRICOS 2024;PAR – REGIÓN DE O’HIGGINS – GESTIÓN EFICIENTE DE RECURSOS HÍDRICOS 2024;https://corfo.cl/sites/cpp/convocatoria/par_ohiggins_gestion_eficiente_recursos_hidricos/;Cofinancia asistencia técnica e inversión para eficiencia hídrica en O’Higgins;Instrumento regional del programa PAR para apoyar a 5–15 empresas o emprendedores con asistencia técnica, capacitación y cofinanciamiento de inversión en proyectos de gestión eficiente de recursos hídricos, alineados con ODS 6 y 7.;Subsidio;Empresas o personas naturales con actividades productivas en O’Higgins;"Domicilio en O’Higgins
Ventas entre UF 200–10.000
No ser deudor alimentario
Postulación vía agente operador regional";No;05-02-2024;01-12-2025;No;O’Higgins;Sustentabilidad, Inversión;Primera categoría;Mejora tu gestión, Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Todos
7-31-2025 23:20:00;Corfo;Desarrollo Territorial;PAR GESTIÓN EFICIENTE DE RECURSOS HÍDRICOS – 2022;PAR GESTIÓN EFICIENTE DE RECURSOS HÍDRICOS – REGIÓN DE O’HIGGINS 2022;https://corfo.cl/sites/cpp/convocatoria/par_gestion_eficiente_de_recursos_hidricos_ohiggins/;Asistencia técnica e inversión para eficiencia hídrica en O’Higgins;Cofinancia asistencia técnica, capacitación e inversión para que empresas o emprendedores implementen proyectos de gestión eficiente de recursos hídricos, promoviendo sustentabilidad y ODS en la región.;Subsidio;Empresas o personas naturales productivas en O’Higgins;"Domicilio en O’Higgins
Ventas entre UF 200–10.000
Giro 1ª categoría por más de 18 meses
No estar en registro de deudores alimentarios
Postular mediante agente operador regional";Sí;;;No;O’Higgins;Sustentabilidad, Inversión;Primera categoría;Mejora tu gestión, Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación"
7-31-2025 23:40:19;Corfo;Desarrollo Territorial;PAR MULTISECTORIAL IDENTIDAD REGIONAL Y PATRIMONIAL – AÑO 2023;PAR MULTISECTORIAL IDENTIDAD REGIONAL Y PATRIMONIAL – REGIÓN DE O’HIGGINS – AÑO 2023;https://corfo.cl/sites/cpp/convocatoria/par_multisectorial_identidad_regional_y_patrimonial_oh/;Asistencia técnica, capacitación e inversión para patrimonio regional;Busca potenciar 5–15 empresas/emprendedores en O’Higgins para valorizar identidad y patrimonio (artesanías, productos locales) mediante asistencia técnica, capacitación y cofinanciamiento en inversión;Subsidio;Personas naturales o jurídicas con giro 1ª categoría en O’Higgins;"Domicilio SII en O’Higgins
Ventas entre UF 200–10.000
Giro activo o sin inicio
No deudor alimentario
Postulación vía agente operador";Sí;;;No;O’Higgins;Gestión Empresarial, Inversión;Primera categoría;Mejora tu gestión, Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;"Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas, Actividades artísticas, de entretenimiento y recreativas"
7-31-2025 23:48:24;Corfo;Desarrollo Territorial;PAR MULTISECTORIAL INCLUSIÓN – AÑO 2023;PAR MULTISECTORIAL INCLUSIÓN – REGIÓN DE O’HIGGINS – AÑO 2023;https://corfo.cl/sites/cpp/convocatoria/par_multisectorial_inclusion_oh/;Cofinancia proyectos de inclusión social y productiva;Invita a 5–15 empresas/emprendedores en O’Higgins a presentar iniciativas para fortalecer gestión, productividad y/o inversión con foco en inclusión social, mediante subsidio a asistencia técnica, capital de trabajo, inversión y capacitación.;Subsidio;Empresas o emprendedores (naturales o jurídicas) en O’Higgins;"Domicilio en O’Higgins
Ventas UF 200–10.000
Sin deudas alimentarias
Postular mediante agente operador
Proyectos con enfoque inclusivo/social";Sí;;;No;O’Higgins;Gestión Empresarial, Inversión;Primera categoría;Mejora tu gestión, Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Todos
7-31-2025 23:53:55;Corfo;Innovación;Programa de Absorción Tecnológica para la Innovación;Programa de Absorción Tecnológica para la Innovación;https://corfo.cl/sites/cpp/convocatoria/programa_de_absorcion_tecnologica_innova/;Cofinancia adopción de tecnología en empresas nacionales.;Programa nacional que impulsa la incorporación de tecnología a través de cofinanciamiento de consultorías, implementaciones y capacitaciones, con énfasis en inteligencia artificial, ERNC y maquinaria.;Subsidio;Empresas, consultoras, centros tecnológicos y asociaciones interesadas en Absorción Tecnológica;"Ser persona jurídica constituida en Chile
Experiencia en gestión/ejecución de proyectos tecnológicos
Presentar plan de absorción tecnológica";No;05-11-2024;15-07-2025;No;Nacional;Tecnología y Digitalización;Primera categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Jurídica;Sin tamaño definido;Suministro de electricidad, gas, vapor y aire acondicionado, Información y comunicaciones
